品类,日期,预测销量
category10,2023-07-17,19.143849515955694
category10,2023-07-18,18.119002880135376
category10,2023-07-19,18.35416917093092
category10,2023-07-20,17.758592440643664
category10,2023-07-21,19.296079428987387
category10,2023-07-22,19.26317981594466
category10,2023-07-23,20.452482229217665
category10,2023-07-24,21.562631872488044
category10,2023-07-25,16.889907047313226
category10,2023-07-26,15.451713753249189
category10,2023-07-27,16.750262577627424
category10,2023-07-28,18.222955151719997
category10,2023-07-29,19.31222590728023
category10,2023-07-30,19.454931973917407
category10,2023-07-31,20.583303839410018
category10,2023-08-01,17.34172616795866
category10,2023-08-02,16.696782046290856
category10,2023-08-03,16.396389889428114
category10,2023-08-04,16.593061606599832
category10,2023-08-05,16.278987692278854
category10,2023-08-06,16.01840435894552
category10,2023-08-07,16.18382745098936
category10,2023-08-08,15.52334916261107
category10,2023-08-09,14.965620154261316
category10,2023-08-10,14.815620154261318
category10,2023-08-11,13.366005435646597
category10,2023-08-12,14.116481626122791
category10,2023-08-13,12.717274088562311
category10,2023-08-14,12.64067592097815
category10,2023-08-15,12.961973982235886
category10,2023-08-16,14.081628671761562
category10,2023-08-17,14.415676290809179
category10,2023-08-18,16.93630724319013
category10,2023-08-19,17.04961319390141
category10,2023-08-20,18.05273526806381
category10,2023-08-21,18.6147778745801
category10,2023-08-22,20.940110184856685
category10,2023-08-23,22.752393911979347
category10,2023-08-24,19.552357115442547
category10,2023-08-25,15.561738067823503
category10,2023-08-26,18.969571401156838
category10,2023-08-27,15.408873183688033
category10,2023-08-28,21.769465513370832
category10,2023-08-29,19.984070412706
category10,2023-08-30,18.042047053282484
category10,2023-08-31,19.075607298592733
category10,2023-09-01,18.091105758797926
category10,2023-09-02,18.900587303568948
category10,2023-09-03,19.81671686990904
category10,2023-09-04,21.982565969931816
category10,2023-09-05,18.282698082263934
category10,2023-09-06,16.277204926950038
category10,2023-09-07,17.275116260061367
category10,2023-09-08,14.624368325642852
category10,2023-09-09,17.328435007499003
category10,2023-09-10,16.0702399762145
category10,2023-09-11,18.461615449210715
category10,2023-09-12,14.619203394598662
category10,2023-09-13,16.847546701841814
category10,2023-09-14,17.784743650318173
category10,2023-09-15,16.29909862867315
category10,2023-09-16,15.589954583176167
category10,2023-09-17,16.424035497360023
category10,2023-09-18,22.46010599200126
category10,2023-09-19,18.34916034378982
category10,2023-09-20,16.076019173814288
category10,2023-09-21,20.37701367930879
category10,2023-09-22,18.562058751883274
category10,2023-09-23,23.349256384488022
category10,2023-09-24,21.904179346974455
category10,2023-09-25,19.83544075625661
category10,2023-09-26,19.298926248542106
category10,2023-09-27,18.571086994882105
category10,2023-09-28,22.63393455918689
category10,2023-09-29,20.258237837022417
category10,2023-09-30,19.338030540225652
category100,2023-07-01,127.40416407666409
category100,2023-07-02,130.25148542530707
category100,2023-07-03,126.89602866801208
category100,2023-07-04,128.15788419220382
category100,2023-07-05,127.57650221884201
category100,2023-07-06,120.8207774190003
category100,2023-07-07,118.75675790386788
category100,2023-07-08,116.14878427101922
category100,2023-07-09,119.20645015252335
category100,2023-07-10,119.142231518986
category100,2023-07-11,122.67393802232097
category100,2023-07-12,123.25486081538986
category100,2023-07-13,122.86024591639998
category100,2023-07-14,119.97773309588717
category100,2023-07-15,117.81965103198159
category100,2023-07-16,115.60230650613707
category100,2023-07-17,118.03233476093094
category100,2023-07-18,118.16885400570408
category100,2023-07-19,119.0483191323997
category100,2023-07-20,120.81722401455458
category100,2023-07-21,118.92624771307828
category100,2023-07-22,114.34586407275347
category100,2023-07-23,116.20561356509118
category100,2023-07-24,115.50057304157014
category100,2023-07-25,116.94903174299944
category100,2023-07-26,120.42158609840577
category100,2023-07-27,121.20990518563666
category100,2023-07-28,121.69205310594245
category100,2023-07-29,122.28638919795505
category100,2023-07-30,121.17580393136979
category100,2023-07-31,127.96119624693951
category100,2023-08-01,140.82045298220297
category100,2023-08-02,155.00955028639183
category100,2023-08-03,161.16882572788336
category100,2023-08-04,160.10135806336396
category100,2023-08-05,157.6757164321194
category100,2023-08-06,160.42466790716765
category100,2023-08-07,163.96274150024124
category100,2023-08-08,166.31900930433258
category100,2023-08-09,167.15853638208796
category100,2023-08-10,166.61604608349765
category100,2023-08-11,166.49921705958042
category100,2023-08-12,166.83124899953592
category100,2023-08-13,166.7342926180089
category100,2023-08-14,167.6203693827475
category100,2023-08-15,167.25625173568864
category100,2023-08-16,166.6470678476812
category100,2023-08-17,167.3802821333955
category100,2023-08-18,168.47277961956945
category100,2023-08-19,167.7033703686896
category100,2023-08-20,167.5543748576647
category100,2023-08-21,167.88841420067465
category100,2023-08-22,167.87038351013757
category100,2023-08-23,168.0311606937383
category100,2023-08-24,169.0152449428225
category100,2023-08-25,171.21356067781215
category100,2023-08-26,199.65770727851978
category100,2023-08-27,200.2532223757881
category100,2023-08-28,193.16536138492714
category100,2023-08-29,193.33092487699062
category100,2023-08-30,223.43288281833105
category100,2023-08-31,241.1188225108225
category100,2023-09-01,189.40172211122209
category100,2023-09-02,178.14807967702794
category100,2023-09-03,162.21280638510245
category100,2023-09-04,152.1864252714449
category100,2023-09-05,159.15060648877827
category100,2023-09-06,169.79304494790426
category100,2023-09-07,168.84065641881375
category100,2023-09-08,163.01611608676578
category100,2023-09-09,217.4199914222871
category100,2023-09-10,181.8243865527654
category100,2023-09-11,170.27271907580177
category100,2023-09-12,168.84620771837695
category100,2023-09-13,154.25281360802217
category100,2023-09-14,155.10134229670646
category100,2023-09-15,180.95592281676753
category100,2023-09-16,175.1903879440966
category100,2023-09-17,167.38059529158804
category100,2023-09-18,163.2134995151423
category100,2023-09-19,156.62038519824938
category100,2023-09-20,168.82582525987692
category100,2023-09-21,173.38171445401608
category100,2023-09-22,173.367417925069
category100,2023-09-23,170.86633249416005
category100,2023-09-24,170.48289077574776
category100,2023-09-25,169.7693148190957
category100,2023-09-26,193.03611908240222
category100,2023-09-27,199.01488904245474
category100,2023-09-28,196.7299284844942
category100,2023-09-29,200.67654248160824
category100,2023-09-30,222.819637204296
category101,2023-07-01,54.7014024211083
category101,2023-07-02,52.472056523541816
category101,2023-07-03,46.23410303487361
category101,2023-07-04,46.51937051300952
category101,2023-07-05,44.56095430593845
category101,2023-07-06,47.76810293951196
category101,2023-07-07,56.34544005469936
category101,2023-07-08,57.446668577037
category101,2023-07-09,55.82338095238096
category101,2023-07-10,49.87333133924899
category101,2023-07-11,44.14158632365134
category101,2023-07-12,41.34245229872782
category101,2023-07-13,45.70785910163237
category101,2023-07-14,50.93289602315692
category101,2023-07-15,56.12454093154868
category101,2023-07-16,58.22267853929696
category101,2023-07-17,54.171934370204944
category101,2023-07-18,45.17323745030245
category101,2023-07-19,43.017481493990765
category101,2023-07-20,44.587606685661676
category101,2023-07-21,52.91773331056851
category101,2023-07-22,55.67881782837045
category101,2023-07-23,58.428988404869976
category101,2023-07-24,55.39126770353829
category101,2023-07-25,49.85436386228151
category101,2023-07-26,44.598586610086606
category101,2023-07-27,44.081819306889784
category101,2023-07-28,52.01689474803026
category101,2023-07-29,55.5264084716453
category101,2023-07-30,59.01660348423506
category101,2023-07-31,59.41744688644687
category101,2023-08-01,51.88807036754095
category101,2023-08-02,48.921953485592496
category101,2023-08-03,50.80236641528407
category101,2023-08-04,58.35123511455865
category101,2023-08-05,64.51950793650794
category101,2023-08-06,63.49936507936508
category101,2023-08-07,54.35718248418249
category101,2023-08-08,43.08094235881078
category101,2023-08-09,38.394836329111854
category101,2023-08-10,41.985681979953235
category101,2023-08-11,49.83618700994789
category101,2023-08-12,54.374709710224394
category101,2023-08-13,53.368207323206555
category101,2023-08-14,46.23736923241878
category101,2023-08-15,44.63112459725611
category101,2023-08-16,44.26127000341735
category101,2023-08-17,47.159588594361864
category101,2023-08-18,55.97259360049997
category101,2023-08-19,58.2544434688119
category101,2023-08-20,57.83025108225109
category101,2023-08-21,53.414509461780035
category101,2023-08-22,44.943568952133965
category101,2023-08-23,41.21427731873706
category101,2023-08-24,44.60848153303653
category101,2023-08-25,49.66044313067616
category101,2023-08-26,54.47471465376728
category101,2023-08-27,53.64532831006283
category101,2023-08-28,45.362793070293066
category101,2023-08-29,43.15798200242626
category101,2023-08-30,43.05107518409839
category101,2023-08-31,46.11533396904222
category101,2023-09-01,58.01999222346282
category101,2023-09-02,55.506046814296816
category101,2023-09-03,52.991270701520705
category101,2023-09-04,46.52953105130163
category101,2023-09-05,44.26925175695886
category101,2023-09-06,42.100313985270624
category101,2023-09-07,45.99706181986449
category101,2023-09-08,52.68939612711213
category101,2023-09-09,55.263899172379034
category101,2023-09-10,54.59415498442048
category101,2023-09-11,44.54621766891426
category101,2023-09-12,43.404524138480774
category101,2023-09-13,42.49119557523117
category101,2023-09-14,46.744297441070714
category101,2023-09-15,51.84680063540054
category101,2023-09-16,54.28991463240922
category101,2023-09-17,51.26467387969788
category101,2023-09-18,45.06395554215214
category101,2023-09-19,43.94701016415102
category101,2023-09-20,42.62260584332564
category101,2023-09-21,46.392820263277734
category101,2023-09-22,51.05915705349226
category101,2023-09-23,53.49959195182183
category101,2023-09-24,51.24968928586035
category101,2023-09-25,45.10065273384932
category101,2023-09-26,42.75461936506362
category101,2023-09-27,41.11850075852396
category101,2023-09-28,45.10113738784564
category101,2023-09-29,50.60496262133341
category101,2023-09-30,52.5244268596041
category102,2023-07-01,6452.699458146359
category102,2023-07-02,6567.207570350295
category102,2023-07-03,7261.214789453888
category102,2023-07-04,7164.482895307891
category102,2023-07-05,6997.046497700311
category102,2023-07-06,6642.440234595058
category102,2023-07-07,6339.255598981099
category102,2023-07-08,6418.358457637062
category102,2023-07-09,6462.58402896735
category102,2023-07-10,7335.358577964484
category102,2023-07-11,7099.911132529733
category102,2023-07-12,6959.064786264403
category102,2023-07-13,6551.261545974562
category102,2023-07-14,6391.052221101376
category102,2023-07-15,6444.5037060030745
category102,2023-07-16,6470.030981348301
category102,2023-07-17,7352.967744631151
category102,2023-07-18,7109.815176818777
category102,2023-07-19,6959.781314680429
category102,2023-07-20,6572.362637684022
category102,2023-07-21,6315.772158010957
category102,2023-07-22,6457.585436772306
category102,2023-07-23,6491.504506989328
category102,2023-07-24,7318.087744631151
category102,2023-07-25,7113.627569467066
category102,2023-07-26,6949.4191559502715
category102,2023-07-27,6555.608517003533
category102,2023-07-28,6384.84572876798
category102,2023-07-29,6442.624801851672
category102,2023-07-30,6478.548743863565
category102,2023-07-31,7388.391077167037
category102,2023-08-01,7134.239112183412
category102,2023-08-02,7006.653850369861
category102,2023-08-03,6675.807697654239
category102,2023-08-04,6405.2088329456055
category102,2023-08-05,6473.190355080246
category102,2023-08-06,6519.742344711187
category102,2023-08-07,7427.6549959868125
category102,2023-08-08,7188.79796932627
category102,2023-08-09,6995.645167219677
category102,2023-08-10,6648.242917167691
category102,2023-08-11,6370.514401321674
category102,2023-08-12,6485.1538844920115
category102,2023-08-13,6549.902890165731
category102,2023-08-14,7439.799829320146
category102,2023-08-15,7227.969804824105
category102,2023-08-16,7005.591574146084
category102,2023-08-17,6743.68573077492
category102,2023-08-18,6506.5790255862985
category102,2023-08-19,6494.426763890391
category102,2023-08-20,6557.395249140091
category102,2023-08-21,7398.219829320146
category102,2023-08-22,7231.491557425305
category102,2023-08-23,7035.329896545908
category102,2023-08-24,6894.928203155716
category102,2023-08-25,6566.199965732359
category102,2023-08-26,6466.734371949
category102,2023-08-27,6581.693956432798
category102,2023-08-28,7515.698472177289
category102,2023-08-29,7275.088366227614
category102,2023-08-30,7184.285217986566
category102,2023-08-31,7194.658934436917
category102,2023-09-01,6941.723644991219
category102,2023-09-02,6563.994092953091
category102,2023-09-03,6445.546056128855
category102,2023-09-04,7641.916660619567
category102,2023-09-05,7422.923166320845
category102,2023-09-06,7140.7233076473685
category102,2023-09-07,6995.986478338385
category102,2023-09-08,6665.757643115232
category102,2023-09-09,6841.983302781895
category102,2023-09-10,6559.796070676002
category102,2023-09-11,7652.053768844676
category102,2023-09-12,7378.145061745682
category102,2023-09-13,7276.518316305377
category102,2023-09-14,7114.083913748871
category102,2023-09-15,6958.290550882429
category102,2023-09-16,6685.155833526244
category102,2023-09-17,6511.22701067431
category102,2023-09-18,7710.1175747609805
category102,2023-09-19,7484.633206767326
category102,2023-09-20,7218.929992129553
category102,2023-09-21,7023.694640030494
category102,2023-09-22,6873.612067542962
category102,2023-09-23,6591.319385049885
category102,2023-09-24,6536.986161162711
category102,2023-09-25,7757.470608595569
category102,2023-09-26,7719.446627392829
category102,2023-09-27,7320.218956409256
category102,2023-09-28,7111.259351810811
category102,2023-09-29,6998.893022768781
category102,2023-09-30,6714.755279717309
category103,2023-07-01,799.1592792207791
category103,2023-07-02,944.8899855699856
category103,2023-07-03,929.353111111111
category103,2023-07-04,924.5712777777777
category103,2023-07-05,938.6529336219335
category103,2023-07-06,919.8781215728715
category103,2023-07-07,875.7922406204906
category103,2023-07-08,910.0026586469086
category103,2023-07-09,880.0279890942392
category103,2023-07-10,892.8715049672551
category103,2023-07-11,873.5839335386835
category103,2023-07-12,897.2338383005882
category103,2023-07-13,880.0312668720169
category103,2023-07-14,924.0175049672549
category103,2023-07-15,904.0906478243979
category103,2023-07-16,941.4706384448884
category103,2023-07-17,914.8403051115552
category103,2023-07-18,888.8478765401268
category103,2023-07-19,881.8549241591743
category103,2023-07-20,862.9286611721612
category103,2023-07-21,844.0953278388278
category103,2023-07-22,774.5399945054944
category103,2023-07-23,755.3491373626373
category103,2023-07-24,756.2039706959706
category103,2023-07-25,736.4041929181928
category103,2023-07-26,691.5173809523809
category103,2023-07-27,661.330242979243
category103,2023-07-28,650.8649652014651
category103,2023-07-29,667.8745654900654
category103,2023-07-30,670.1785654900655
category103,2023-07-31,695.2657877122878
category103,2023-08-01,789.5588872793871
category103,2023-08-02,942.7546522366523
category103,2023-08-03,930.9837777777776
category103,2023-08-04,926.8621111111111
category103,2023-08-05,953.6065050505049
category103,2023-08-06,923.5986771284271
category103,2023-08-07,863.4582406204906
category103,2023-08-08,901.2662776945278
category103,2023-08-09,864.4105525863026
category103,2023-08-10,888.5788383005882
category103,2023-08-11,903.3452668720169
category103,2023-08-12,878.9655525863027
category103,2023-08-13,915.0707033799533
category103,2023-08-14,886.104504967255
category103,2023-08-15,910.508504967255
category103,2023-08-16,911.6563527306029
category103,2023-08-17,903.6988765401268
category103,2023-08-18,886.0498765401267
category103,2023-08-19,885.6829241591743
category103,2023-08-20,856.3739468864469
category103,2023-08-21,817.9226611721612
category103,2023-08-22,769.5686611721611
category103,2023-08-23,754.0378754578753
category103,2023-08-24,739.2553357753357
category103,2023-08-25,686.262380952381
category103,2023-08-26,648.4235366300367
category103,2023-08-27,646.0200604395604
category103,2023-08-28,656.6564543789543
category103,2023-08-29,681.7548035853036
category103,2023-08-30,690.2626924741925
category103,2023-08-31,702.2873988233988
category103,2023-09-01,845.3174983904984
category103,2023-09-02,956.2360808080807
category103,2023-09-03,945.4959999999999
category103,2023-09-04,940.4829444444443
category103,2023-09-05,949.9202669552668
category103,2023-09-06,882.9772882395382
category103,2023-09-07,908.5334498556999
category103,2023-09-08,874.5973253135753
category103,2023-09-09,946.7820287767787
category103,2023-09-10,883.0407033799535
category103,2023-09-11,896.6265049672551
category103,2023-09-12,872.0639335386835
category103,2023-09-13,910.1115525863024
category103,2023-09-14,880.523504967255
category103,2023-09-15,922.6675049672549
category103,2023-09-16,932.982067016317
category103,2023-09-17,926.7285908258409
category103,2023-09-18,897.3433051115554
category103,2023-09-19,876.6549241591742
category103,2023-09-20,854.7409468864471
category103,2023-09-21,812.8869945054944
category103,2023-09-22,760.3079945054944
category103,2023-09-23,747.204304029304
category103,2023-09-24,722.256431013431
category103,2023-09-25,693.201380952381
category103,2023-09-26,652.1466318681319
category103,2023-09-27,655.9436318681319
category103,2023-09-28,658.3593591408592
category103,2023-09-29,678.0461924741925
category103,2023-09-30,679.7041210456212
category104,2023-07-01,2344.9095555555555
category104,2023-07-02,2353.5568376068377
category104,2023-07-03,2338.607504273504
category104,2023-07-04,2344.8208376068374
category104,2023-07-05,2347.358170940171
category104,2023-07-06,2357.8749328449326
category104,2023-07-07,2359.3015995115993
category104,2023-07-08,2353.5515995115993
category104,2023-07-09,2360.211599511599
category104,2023-07-10,2338.190932844933
category104,2023-07-11,2349.8735995115994
category104,2023-07-12,2353.3395995115993
category104,2023-07-13,2357.896266178266
category104,2023-07-14,2347.9365995115995
category104,2023-07-15,2339.7865995115994
category104,2023-07-16,2344.339266178266
category104,2023-07-17,2325.0205995115994
category104,2023-07-18,2328.4405995115994
category104,2023-07-19,2331.3205995116
category104,2023-07-20,2335.4525995115996
category104,2023-07-21,2341.2125995115994
category104,2023-07-22,2342.1125995115995
category104,2023-07-23,2342.8032661782663
category104,2023-07-24,2327.5106507936507
category104,2023-07-25,2324.6219841269844
category104,2023-07-26,2323.0419841269845
category104,2023-07-27,2322.4673174603176
category104,2023-07-28,2323.8539841269844
category104,2023-07-29,2323.420650793651
category104,2023-07-30,2336.613984126984
category104,2023-07-31,2523.738650793651
category104,2023-08-01,2533.9053931623926
category104,2023-08-02,2528.357393162393
category104,2023-08-03,2531.68912043512
category104,2023-08-04,2556.000197358197
category104,2023-08-05,2572.84353069153
category104,2023-08-06,2670.8251973581964
category104,2023-08-07,2807.084864024863
category104,2023-08-08,2819.6321973581967
category104,2023-08-09,2842.0637846597833
category104,2023-08-10,2921.364498945498
category104,2023-08-11,2951.1551656121655
category104,2023-08-12,3027.7394989454992
category104,2023-08-13,3029.564641802642
category104,2023-08-14,2991.7696735486734
category104,2023-08-15,2990.8221179931174
category104,2023-08-16,2997.4212089022085
category104,2023-08-17,3005.741923187923
category104,2023-08-18,2983.709923187923
category104,2023-08-19,2914.771478743478
category104,2023-08-20,2899.803544677545
category104,2023-08-21,2863.467687534687
category104,2023-08-22,2870.0603542013537
category104,2023-08-23,2818.1924970584964
category104,2023-08-24,2842.65606060606
category104,2023-08-25,2855.71606060606
category104,2023-08-26,2864.888917748917
category104,2023-08-27,2874.1107272727268
category104,2023-08-28,2875.915203463203
category104,2023-08-29,2867.492536796536
category104,2023-08-30,2939.8158701298694
category104,2023-08-31,3172.07880952381
category104,2023-09-01,3442.757761904762
category104,2023-09-02,4042.6417832722836
category104,2023-09-03,4189.347338827838
category104,2023-09-04,4043.949386446887
category104,2023-09-05,3912.005830891331
category104,2023-09-06,3711.6886490731495
category104,2023-09-07,3620.4140721500735
category104,2023-09-08,3743.1632943722957
category104,2023-09-09,4166.350770562771
category104,2023-09-10,4420.998135642136
category104,2023-09-11,4346.058984848485
category104,2023-09-12,4234.818413419914
category104,2023-09-13,3812.7667943722954
category104,2023-09-14,3635.8302943722956
category104,2023-09-15,3647.582476190478
category104,2023-09-16,4058.2696190476195
category104,2023-09-17,4554.594857142856
category104,2023-09-18,4504.238818181819
category104,2023-09-19,4144.185913419913
category104,2023-09-20,3972.057246753247
category104,2023-09-21,3617.1688658008666
category104,2023-09-22,3440.9430476190482
category104,2023-09-23,3648.8974285714294
category104,2023-09-24,4073.789151515151
category104,2023-09-25,4218.939333333334
category104,2023-09-26,4531.444761904761
category104,2023-09-27,4009.8572467532467
category104,2023-09-28,3704.577627705628
category104,2023-09-29,3489.926294372295
category104,2023-09-30,3479.0697142857152
category105,2023-07-01,9.866057889822596
category105,2023-07-02,29.620221907313
category105,2023-07-03,10.683357142857144
category105,2023-07-04,8.55811344537815
category105,2023-07-05,29.273955956803235
category105,2023-07-06,6.883704662004662
category105,2023-07-07,9.496669000933709
category105,2023-07-08,28.225517710784885
category105,2023-07-09,6.783969119769118
category105,2023-07-10,11.132506204906205
category105,2023-07-11,29.213789542754085
category105,2023-07-12,8.884200875927192
category105,2023-07-13,6.92072171162171
category105,2023-07-14,32.021215755344386
category105,2023-07-15,6.319226583311593
category105,2023-07-16,8.734593506493507
category105,2023-07-17,37.430584116796034
category105,2023-07-18,8.145991503174342
category105,2023-07-19,6.7598248862248855
category105,2023-07-20,32.25661144020872
category105,2023-07-21,5.84157459761613
category105,2023-07-22,8.593863347763348
category105,2023-07-23,28.210496438337533
category105,2023-07-24,8.507952064834903
category105,2023-07-25,6.645158219558219
category105,2023-07-26,33.73513524973253
category105,2023-07-27,7.388241264282796
category105,2023-07-28,7.001883549783548
category105,2023-07-29,29.372935487366753
category105,2023-07-30,5.5894806616893575
category105,2023-07-31,11.760339105339106
category105,2023-08-01,29.042502175290632
category105,2023-08-02,10.360006493506491
category105,2023-08-03,8.902092352092353
category105,2023-08-04,28.10258784086121
category105,2023-08-05,7.3251729159729155
category105,2023-08-06,9.445147907647907
category105,2023-08-07,35.40072562724637
category105,2023-08-08,10.524372294372291
category105,2023-08-09,8.44262481962482
category105,2023-08-10,26.839195705219073
category105,2023-08-11,6.116782085361032
category105,2023-08-12,9.699204617604618
category105,2023-08-13,28.771529405370497
category105,2023-08-14,10.054185099111415
category105,2023-08-15,7.879649062049062
category105,2023-08-16,30.71021575534438
category105,2023-08-17,6.079617059502071
category105,2023-08-18,8.488704617604618
category105,2023-08-19,28.748371815744257
category105,2023-08-20,5.95029203227487
category105,2023-08-21,11.189141125541127
category105,2023-08-22,29.94655144751599
category105,2023-08-23,8.285487779120617
category105,2023-08-24,6.857085569985569
category105,2023-08-25,31.962644326772956
category105,2023-08-26,7.052163091248102
category105,2023-08-27,8.419783982683983
category105,2023-08-28,36.45979980307054
category105,2023-08-29,8.552766432592747
category105,2023-08-30,7.855894660894661
category105,2023-08-31,30.01236774272973
category105,2023-09-01,6.47388508309641
category105,2023-09-02,10.367092352092351
category105,2023-09-03,29.0749838120749
category105,2023-09-04,11.279054112554114
category105,2023-09-05,9.725425685425686
category105,2023-09-06,29.97612630239967
category105,2023-09-07,8.83930808080808
category105,2023-09-08,7.932791486291486
category105,2023-09-09,31.482090040416036
category105,2023-09-10,6.863559652094664
category105,2023-09-11,11.779236363636365
category105,2023-09-12,30.293328004292544
category105,2023-09-13,9.814756431482747
category105,2023-09-14,7.557426839826839
category105,2023-09-15,31.504245139842414
category105,2023-09-16,6.898671027756039
category105,2023-09-17,9.46092683982684
category105,2023-09-18,36.76158411679603
category105,2023-09-19,8.751631959014798
category105,2023-09-20,7.606918903318902
category105,2023-09-21,31.446911806509082
category105,2023-09-22,6.5910519801369905
category105,2023-09-23,9.436006204906205
category105,2023-09-24,29.91449643833753
category105,2023-09-25,9.564618731501568
category105,2023-09-26,7.332252236652235
category105,2023-09-27,32.91367371127099
category105,2023-09-28,7.160849959934971
category105,2023-09-29,7.356394660894661
category105,2023-09-30,32.345957454048154
category106,2023-07-01,11.99985431716546
category106,2023-07-02,14.86863888888889
category106,2023-07-03,18.87348809523809
category106,2023-07-04,13.783477633477633
category106,2023-07-05,10.530805194805195
category106,2023-07-06,11.185043290043291
category106,2023-07-07,13.934600437144557
category106,2023-07-08,12.610471288515411
category106,2023-07-09,13.009572021116144
category106,2023-07-10,26.597789682539684
category106,2023-07-11,14.142984126984132
category106,2023-07-12,12.738673086717206
category106,2023-07-13,13.844284197828323
category106,2023-07-14,14.401696896241015
category106,2023-07-15,13.686789969834091
category106,2023-07-16,12.979414511958632
category106,2023-07-17,22.801075396825397
category106,2023-07-18,15.26097922502335
category106,2023-07-19,14.542004255548378
category106,2023-07-20,13.397220705764829
category106,2023-07-21,14.497522293066416
category106,2023-07-22,11.49301219205631
category106,2023-07-23,11.7192557817999
category106,2023-07-24,20.557541208791207
category106,2023-07-25,18.74542366946779
category106,2023-07-26,16.961876050420173
category106,2023-07-27,15.780876050420172
category106,2023-07-28,14.916558590102712
category106,2023-07-29,9.809106209150329
category106,2023-07-30,10.028197478991599
category106,2023-07-31,15.915416666666667
category106,2023-08-01,28.831021367521366
category106,2023-08-02,21.325666666666667
category106,2023-08-03,16.379856209150333
category106,2023-08-04,13.392430849851904
category106,2023-08-05,13.31612926255032
category106,2023-08-06,14.827144285109462
category106,2023-08-07,21.51243803418803
